"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.054842504E1,3.040636182E-1,-3.974374831E-1,9.911994934E0
1.056038794E1,2.873041928E-1,-3.974374831E-1,9.873687744E0
1.057039770E1,2.992752194E-1,-4.118026793E-1,9.847352028E0
1.058040747E1,3.040636182E-1,-3.926490843E-1,9.847352028E0
1.059233984E1,2.873041928E-1,-4.094084799E-1,9.842563629E0
1.060424170E1,2.753331959E-1,-4.357447028E-1,9.849745750E0
1.061620459E1,2.729389966E-1,-4.189853072E-1,9.890447617E0
1.062621435E1,2.681505978E-1,-4.285621047E-1,9.904812813E0
1.063817724E1,3.471592367E-1,-4.094084799E-1,9.895236015E0
1.065014013E1,3.303998411E-1,-4.141969085E-1,9.823410034E0
1.066014990E1,3.160346150E-1,-4.070142806E-1,9.813833237E0
1.067211279E1,3.088520169E-1,-4.309563041E-1,9.811438560E0
1.068401464E1,2.873041928E-1,-4.453215301E-1,9.852140427E0
1.069600805E1,3.016694188E-1,-4.477157295E-1,9.885659218E0
1.070601782E1,2.705447972E-1,-4.309563041E-1,9.916783333E0
1.071801123E1,2.729389966E-1,-4.477157295E-1,9.859322548E0
1.072997412E1,2.681505978E-1,-3.974374831E-1,9.868899345E0
1.074196753E1,2.873041928E-1,-3.806780577E-1,9.852140427E0
1.075197729E1,3.447650373E-1,-3.758896589E-1,9.856928825E0
1.076390966E1,3.064578176E-1,-3.830722570E-1,9.861717224E0
1.077584204E1,2.849099934E-1,-4.285621047E-1,9.797073364E0
1.078585180E1,2.705447972E-1,-4.572925270E-1,9.809044838E0
1.079781469E1,3.112462163E-1,-4.429273009E-1,9.809044838E0
1.080782446E1,2.825157940E-1,-4.237737060E-1,9.821015358E0
1.081783422E1,3.088520169E-1,-4.285621047E-1,9.923966408E0
1.082979712E1,3.567360640E-1,-4.596867263E-1,9.911994934E0
1.084172949E1,3.471592367E-1,-4.429273009E-1,9.854534149E0
1.085366186E1,2.920926213E-1,-4.237737060E-1,9.818621635E0
1.086367163E1,3.160346150E-1,-3.950432837E-1,9.847352028E0
1.087563452E1,3.303998411E-1,-4.046200812E-1,9.864110947E0
1.088564428E1,3.184288144E-1,-4.309563041E-1,9.840168953E0
1.089763769E1,2.968810201E-1,-4.429273009E-1,9.823410034E0
1.090963110E1,2.992752194E-1,-4.381389022E-1,9.842563629E0
1.091964086E1,2.944868207E-1,-4.548983276E-1,9.823410034E0
1.093160376E1,3.351882398E-1,-4.596867263E-1,9.842563629E0
1.094161352E1,3.232172430E-1,-4.525041282E-1,9.828198433E0
1.095360693E1,3.064578176E-1,-4.285621047E-1,9.849745750E0
1.096556982E1,2.968810201E-1,-4.333505034E-1,9.821015358E0
1.097557959E1,2.705447972E-1,-4.429273009E-1,9.842563629E0
1.098757299E1,3.208230138E-1,-4.477157295E-1,9.871294022E0
1.099950537E1,2.705447972E-1,-4.261679053E-1,9.902418137E0
1.101149878E1,2.633621991E-1,-4.333505034E-1,9.852140427E0
1.102150854E1,2.729389966E-1,-4.333505034E-1,9.890447617E0
1.103347143E1,2.849099934E-1,-4.501099288E-1,9.873687744E0
1.104348120E1,2.729389966E-1,-4.716577232E-1,9.873687744E0
1.105544409E1,2.729389966E-1,-4.572925270E-1,9.811438560E0
1.106545385E1,2.849099934E-1,-4.692635238E-1,9.813833237E0
1.107546362E1,3.040636182E-1,-4.620809257E-1,9.821015358E0
1.108739599E1,2.849099934E-1,-4.884171486E-1,9.861717224E0
1.109935888E1,2.322375625E-1,-5.027823448E-1,9.842563629E0
1.110936865E1,2.968810201E-1,-4.716577232E-1,9.849745750E0
1.111937841E1,2.896983922E-1,-4.333505034E-1,9.900024414E0
1.113137182E1,3.160346150E-1,-4.189853072E-1,9.880870819E0
1.114336523E1,2.466027737E-1,-4.812345505E-1,9.866505623E0
1.115532812E1,2.777273953E-1,-4.884171486E-1,9.904812813E0
1.116533789E1,2.705447972E-1,-4.908113480E-1,9.835380554E0
1.117723974E1,2.705447972E-1,-4.740519226E-1,9.837775230E0
1.118920263E1,2.609679997E-1,-4.501099288E-1,9.777919769E0
1.119921240E1,2.466027737E-1,-4.668693244E-1,9.777919769E0
1.121120581E1,2.370259613E-1,-4.812345505E-1,9.761159897E0
1.122319922E1,3.016694188E-1,-4.094084799E-1,9.864110947E0
1.123516210E1,3.040636182E-1,-4.572925270E-1,9.957485199E0
1.124709448E1,2.657563984E-1,-5.123591423E-1,9.931148529E0
1.125902685E1,2.896983922E-1,-5.147533417E-1,9.852140427E0
1.127098974E1,2.705447972E-1,-4.788403511E-1,9.888052940E0
1.128292212E1,2.513911724E-1,-4.740519226E-1,9.837775230E0
1.129491552E1,2.585737705E-1,-4.836287498E-1,9.770736694E0
1.130690893E1,2.729389966E-1,-4.979939461E-1,9.811438560E0
1.131887182E1,2.968810201E-1,-4.644751251E-1,9.854534149E0
1.133083471E1,2.968810201E-1,-4.501099288E-1,9.837775230E0
1.134282812E1,2.561795712E-1,-4.716577232E-1,9.844957352E0
1.135476049E1,2.777273953E-1,-4.692635238E-1,9.888052940E0
1.136666235E1,2.681505978E-1,-4.884171486E-1,9.883264542E0
1.137865576E1,2.537853718E-1,-4.740519226E-1,9.911994934E0
1.139061865E1,2.657563984E-1,-4.740519226E-1,9.840168953E0
1.140062841E1,2.585737705E-1,-4.453215301E-1,9.811438560E0
1.141262182E1,2.609679997E-1,-4.740519226E-1,9.832986832E0
1.142455420E1,3.112462163E-1,-4.860229492E-1,9.852140427E0
1.143645605E1,2.896983922E-1,-4.740519226E-1,9.821015358E0
1.144646582E1,2.513911724E-1,-4.932055473E-1,9.770736694E0
1.145842871E1,2.250549644E-1,-4.764461517E-1,9.847352028E0
1.147039160E1,2.729389966E-1,-4.908113480E-1,9.907206535E0
1.148040136E1,2.873041928E-1,-5.099649429E-1,9.909601212E0
1.149236425E1,2.418143749E-1,-4.572925270E-1,9.880870819E0
1.150237402E1,2.059013397E-1,-4.477157295E-1,9.837775230E0
1.151430639E1,2.322375625E-1,-4.477157295E-1,9.861717224E0
1.152623876E1,3.160346150E-1,-4.165911078E-1,9.880870819E0
1.153624853E1,3.016694188E-1,-4.285621047E-1,9.878476143E0
1.154824194E1,2.825157940E-1,-4.261679053E-1,9.842563629E0
1.156023535E1,2.873041928E-1,-4.644751251E-1,9.840168953E0
1.157219824E1,2.561795712E-1,-5.195417404E-1,9.895236015E0
1.158416113E1,2.873041928E-1,-5.363011956E-1,9.864110947E0
1.159612402E1,2.466027737E-1,-5.291185975E-1,9.837775230E0
1.160613378E1,2.489969730E-1,-5.099649429E-1,9.856928825E0
1.161809668E1,2.609679997E-1,-4.860229492E-1,9.844957352E0
1.163005957E1,2.825157940E-1,-4.692635238E-1,9.828198433E0
1.164205297E1,2.394201756E-1,-4.812345505E-1,9.844957352E0
1.165404638E1,3.016694188E-1,-4.477157295E-1,9.854534149E0
1.166405615E1,3.040636182E-1,-4.812345505E-1,9.866505623E0
1.167601904E1,2.633621991E-1,-4.860229492E-1,9.821015358E0
1.168801245E1,2.729389966E-1,-4.740519226E-1,9.852140427E0
1.170000586E1,2.418143749E-1,-4.836287498E-1,9.852140427E0
1.171199926E1,2.537853718E-1,-4.932055473E-1,9.842563629E0
1.172396215E1,2.633621991E-1,-4.908113480E-1,9.864110947E0
1.173595556E1,2.561795712E-1,-4.908113480E-1,9.864110947E0
1.174788794E1,2.442085743E-1,-5.027823448E-1,9.847352028E0
1.175789770E1,2.753331959E-1,-4.860229492E-1,9.852140427E0
1.176986059E1,2.920926213E-1,-4.764461517E-1,9.823410034E0
1.178182348E1,2.849099934E-1,-4.812345505E-1,9.840168953E0
1.179378637E1,2.705447972E-1,-4.596867263E-1,9.837775230E0
1.180574926E1,2.896983922E-1,-4.548983276E-1,9.866505623E0
1.181575903E1,2.681505978E-1,-4.692635238E-1,9.909601212E0
1.182576880E1,2.681505978E-1,-4.812345505E-1,9.878476143E0
1.183776220E1,2.705447972E-1,-4.764461517E-1,9.871294022E0
1.184972509E1,2.418143749E-1,-4.884171486E-1,9.753977776E0
1.185973486E1,2.896983922E-1,-4.764461517E-1,9.821015358E0
1.186974463E1,2.753331959E-1,-4.596867263E-1,9.825803757E0
1.188173803E1,2.585737705E-1,-4.477157295E-1,9.847352028E0
1.189370092E1,2.442085743E-1,-4.477157295E-1,9.880870819E0
1.190566381E1,2.585737705E-1,-4.716577232E-1,9.907206535E0
1.191762670E1,2.633621991E-1,-4.884171486E-1,9.919178009E0
1.192958960E1,2.801215947E-1,-4.860229492E-1,9.873687744E0
1.194155249E1,2.849099934E-1,-4.884171486E-1,9.849745750E0
1.195351538E1,2.442085743E-1,-4.955997467E-1,9.811438560E0
1.196352514E1,2.466027737E-1,-4.860229492E-1,9.804255486E0
1.197551855E1,2.561795712E-1,-4.788403511E-1,9.813833237E0
1.198751196E1,2.681505978E-1,-4.525041282E-1,9.854534149E0
1.199947485E1,2.657563984E-1,-4.596867263E-1,9.866505623E0
1.201146826E1,2.418143749E-1,-4.908113480E-1,9.878476143E0
1.202343115E1,2.537853718E-1,-5.027823448E-1,9.873687744E0
1.203539404E1,2.705447972E-1,-5.147533417E-1,9.890447617E0
1.204540380E1,2.633621991E-1,-5.195417404E-1,9.859322548E0
1.205733618E1,2.633621991E-1,-4.788403511E-1,9.878476143E0
1.206929907E1,2.896983922E-1,-4.764461517E-1,9.832986832E0
1.207930883E1,2.633621991E-1,-4.932055473E-1,9.823410034E0
1.209130224E1,2.609679997E-1,-4.955997467E-1,9.835380554E0
1.210329565E1,2.681505978E-1,-4.908113480E-1,9.878476143E0
1.211525854E1,3.064578176E-1,-4.644751251E-1,9.878476143E0
1.212722143E1,2.849099934E-1,-4.764461517E-1,9.861717224E0
1.213918432E1,2.753331959E-1,-4.884171486E-1,9.847352028E0
1.215114721E1,2.753331959E-1,-4.644751251E-1,9.854534149E0
1.216115698E1,2.513911724E-1,-4.716577232E-1,9.849745750E0
1.217311987E1,2.825157940E-1,-4.596867263E-1,9.811438560E0
1.218312964E1,2.825157940E-1,-4.692635238E-1,9.818621635E0
1.219509253E1,2.442085743E-1,-4.716577232E-1,9.835380554E0
1.220510229E1,2.442085743E-1,-4.812345505E-1,9.885659218E0
1.221706518E1,2.609679997E-1,-4.908113480E-1,9.914389610E0
1.222707495E1,2.681505978E-1,-4.979939461E-1,9.909601212E0
1.223708471E1,2.920926213E-1,-4.429273009E-1,9.873687744E0
1.224709448E1,2.753331959E-1,-4.620809257E-1,9.837775230E0
1.225710424E1,2.753331959E-1,-4.525041282E-1,9.859322548E0
1.226711401E1,2.944868207E-1,-4.525041282E-1,9.854534149E0
1.227910742E1,2.466027737E-1,-4.788403511E-1,9.816226959E0
1.229110083E1,3.184288144E-1,-4.453215301E-1,9.859322548E0
1.230303320E1,2.968810201E-1,-4.429273009E-1,9.837775230E0
1.231304297E1,2.202665508E-1,-4.405331016E-1,9.811438560E0
1.232503637E1,2.561795712E-1,-4.094084799E-1,9.842563629E0
1.233702978E1,2.968810201E-1,-3.543418646E-1,9.895236015E0
1.234899267E1,3.256114423E-1,-3.615244627E-1,9.900024414E0
1.236098608E1,3.208230138E-1,-4.381389022E-1,9.888052940E0
1.237297949E1,3.327940404E-1,-5.003881454E-1,9.873687744E0
1.238497290E1,3.280056417E-1,-4.764461517E-1,9.890447617E0
1.239696630E1,3.375824392E-1,-4.692635238E-1,9.897629738E0
1.240892920E1,3.088520169E-1,-4.381389022E-1,9.907206535E0
1.241893896E1,2.920926213E-1,-4.285621047E-1,9.837775230E0
1.242894873E1,3.016694188E-1,-4.070142806E-1,9.816226959E0
1.244091162E1,3.256114423E-1,-3.639186621E-1,9.828198433E0
1.245290503E1,3.327940404E-1,-3.399766386E-1,9.789890289E0
1.246489843E1,2.896983922E-1,-3.471592367E-1,9.780313492E0
1.247686132E1,3.016694188E-1,-3.639186621E-1,9.880870819E0
1.248687109E1,3.016694188E-1,-3.926490843E-1,9.962273598E0
1.249688086E1,3.112462163E-1,-4.094084799E-1,9.955090523E0
1.250884375E1,3.040636182E-1,-3.998316824E-1,9.943120003E0
1.252077612E1,3.112462163E-1,-3.806780577E-1,9.888052940E0
1.253276953E1,3.136404157E-1,-3.399766386E-1,9.804255486E0
1.254277929E1,3.423708379E-1,-3.256114423E-1,9.818621635E0
1.255278906E1,3.375824392E-1,-3.303998411E-1,9.785101891E0
1.256478247E1,3.375824392E-1,-3.351882398E-1,9.799467087E0
1.257677588E1,3.064578176E-1,-3.734954596E-1,9.751583099E0
1.258873876E1,2.968810201E-1,-3.591302633E-1,9.809044838E0
1.260067114E1,3.184288144E-1,-3.471592367E-1,9.873687744E0
1.261263403E1,3.567360640E-1,-3.256114423E-1,9.919178009E0
1.262264380E1,3.351882398E-1,-3.711012602E-1,9.916783333E0
1.263265356E1,2.944868207E-1,-3.543418646E-1,9.962273598E0
1.264266333E1,3.112462163E-1,-3.615244627E-1,9.957485199E0
1.265465673E1,3.112462163E-1,-3.256114423E-1,9.916783333E0
1.266655859E1,2.944868207E-1,-3.184288144E-1,9.840168953E0
1.267656836E1,3.136404157E-1,-3.112462163E-1,9.785101891E0
1.268856176E1,3.136404157E-1,-2.896983922E-1,9.782708168E0
1.269857153E1,3.208230138E-1,-3.184288144E-1,9.789890289E0
1.271050390E1,3.184288144E-1,-3.256114423E-1,9.823410034E0
1.272246679E1,3.639186621E-1,-2.920926213E-1,9.847352028E0
1.273442968E1,3.543418646E-1,-2.873041928E-1,9.883264542E0
1.274642309E1,3.088520169E-1,-2.825157940E-1,9.871294022E0
1.275643286E1,3.543418646E-1,-2.609679997E-1,9.911994934E0
1.276839575E1,3.639186621E-1,-2.896983922E-1,9.926360130E0
1.277840551E1,2.801215947E-1,-2.849099934E-1,9.890447617E0
1.279033789E1,3.208230138E-1,-2.849099934E-1,9.823410034E0
1.280034765E1,3.208230138E-1,-2.609679997E-1,9.830592155E0
1.281228003E1,3.232172430E-1,-2.585737705E-1,9.837775230E0
1.282424292E1,3.208230138E-1,-2.561795712E-1,9.821015358E0
1.283620581E1,3.232172430E-1,-2.896983922E-1,9.856928825E0
1.284819922E1,3.208230138E-1,-3.112462163E-1,9.888052940E0
1.286019262E1,3.303998411E-1,-3.136404157E-1,9.907206535E0
1.287215551E1,3.280056417E-1,-2.633621991E-1,9.868899345E0
1.288216528E1,3.256114423E-1,-2.298433632E-1,9.828198433E0
1.289409765E1,3.256114423E-1,-1.939303428E-1,9.835380554E0
1.290609106E1,3.711012602E-1,-1.843535304E-1,9.890447617E0
1.291610083E1,3.830722570E-1,-1.891419291E-1,9.849745750E0
1.292800268E1,3.327940404E-1,-2.082955539E-1,9.821015358E0
1.293801245E1,2.944868207E-1,-2.346317619E-1,9.825803757E0
1.294997534E1,3.208230138E-1,-2.226607651E-1,9.890447617E0
1.296190771E1,3.687070608E-1,-2.322375625E-1,9.931148529E0
1.297387060E1,3.591302633E-1,-2.346317619E-1,9.873687744E0
1.298388037E1,3.567360640E-1,-2.106897533E-1,9.835380554E0
1.299584326E1,3.375824392E-1,-1.939303428E-1,9.801861763E0
1.300780615E1,3.615244627E-1,-1.556231081E-1,9.816226959E0
1.301781591E1,3.902548850E-1,-1.244984865E-1,9.785101891E0
1.302980932E1,3.878606856E-1,-1.221042871E-1,9.794678688E0
1.304174170E1,3.495534360E-1,-1.508347094E-1,9.868899345E0
1.305370459E1,3.519476354E-1,-1.604115069E-1,9.878476143E0
1.306371435E1,3.615244627E-1,-1.388636976E-1,9.900024414E0
1.307567724E1,3.375824392E-1,-1.388636976E-1,9.931148529E0
1.308764013E1,3.375824392E-1,-1.149216816E-1,9.921571732E0
1.309963354E1,3.399766386E-1,-1.244984865E-1,9.873687744E0
1.311159643E1,3.303998411E-1,-1.292868853E-1,9.864110947E0
1.312160620E1,3.399766386E-1,-1.077390760E-1,9.849745750E0
1.313359960E1,3.639186621E-1,-8.379705995E-2,9.847352028E0
1.314553198E1,3.519476354E-1,-6.224924326E-2,9.842563629E0
1.315746435E1,3.471592367E-1,-8.858546615E-2,9.832986832E0
1.316942724E1,3.375824392E-1,-8.858546615E-2,9.840168953E0
1.317943701E1,3.447650373E-1,-8.858546615E-2,9.868899345E0
1.319139990E1,3.974374831E-1,-4.788403213E-2,9.892841339E0
1.320333227E1,3.950432837E-1,-5.746084079E-2,9.890447617E0
1.321529516E1,3.782838583E-1,-8.379705995E-2,9.873687744E0
1.322530493E1,3.902548850E-1,-1.053448766E-1,9.880870819E0
1.323531469E1,3.926490843E-1,-8.858546615E-2,9.880870819E0
1.324727758E1,3.758896589E-1,-5.746084079E-2,9.880870819E0
1.325728735E1,3.495534360E-1,-6.943184882E-2,9.880870819E0
1.326918920E1,3.447650373E-1,-8.379705995E-2,9.880870819E0
1.327919897E1,3.351882398E-1,-5.746084079E-2,9.856928825E0
1.329113134E1,3.543418646E-1,-4.788403213E-2,9.832986832E0
1.330312475E1,3.615244627E-1,-4.070143029E-2,9.823410034E0
1.331508764E1,3.806780577E-1,-5.746084079E-2,9.792284966E0
1.332509741E1,3.687070608E-1,-6.943184882E-2,9.797073364E0
1.333510717E1,3.734954596E-1,-7.182604820E-2,9.849745750E0
1.334707006E1,3.974374831E-1,-6.464344263E-2,9.883264542E0
1.335707983E1,3.711012602E-1,-5.027823523E-2,9.880870819E0
1.336907324E1,3.734954596E-1,-2.633621916E-2,9.897629738E0
1.337908300E1,4.022258818E-1,2.394201700E-3,9.897629738E0
1.339107641E1,3.854664862E-1,0.000000000E0,9.883264542E0
1.340306982E1,3.567360640E-1,-3.351882473E-2,9.854534149E0
1.341506323E1,3.519476354E-1,-4.070143029E-2,9.856928825E0
1.342702612E1,3.711012602E-1,-4.070143029E-2,9.871294022E0
1.343703588E1,3.591302633E-1,-6.703764945E-2,9.811438560E0
1.344896826E1,3.782838583E-1,-6.703764945E-2,9.840168953E0
1.346096167E1,3.758896589E-1,-4.548983276E-2,9.840168953E0
1.347292456E1,3.734954596E-1,-2.394201607E-2,9.835380554E0
1.348293432E1,3.878606856E-1,-1.197100803E-2,9.849745750E0
1.349492773E1,3.926490843E-1,2.394201700E-3,9.895236015E0
1.350689062E1,3.615244627E-1,-9.576806799E-3,9.835380554E0
1.351885351E1,3.471592367E-1,-9.576806799E-3,9.873687744E0
1.352886328E1,3.663128614E-1,-1.915361360E-2,9.911994934E0
1.354082617E1,3.543418646E-1,-1.675941236E-2,9.885659218E0
1.355278906E1,3.639186621E-1,-3.112462163E-2,9.861717224E0
1.356478247E1,3.663128614E-1,-1.197100803E-2,9.847352028E0
1.357674536E1,3.567360640E-1,-2.154781483E-2,9.856928825E0
1.358675512E1,3.663128614E-1,-2.154781483E-2,9.871294022E0
1.359874853E1,3.543418646E-1,-1.197100803E-2,9.849745750E0
1.361071142E1,3.806780577E-1,-1.197100803E-2,9.873687744E0
1.362072119E1,3.567360640E-1,-3.112462163E-2,9.854534149E0
1.363073095E1,3.734954596E-1,-9.576806799E-3,9.883264542E0
1.364074072E1,3.734954596E-1,-1.915361360E-2,9.856928825E0
1.365270361E1,3.447650373E-1,-2.873042040E-2,9.801861763E0
1.366271338E1,3.567360640E-1,-4.548983276E-2,9.854534149E0
1.367467626E1,3.711012602E-1,-2.394201700E-3,9.897629738E0
1.368468603E1,3.830722570E-1,4.788403399E-3,9.919178009E0
1.369658789E1,3.567360640E-1,7.182605099E-3,9.880870819E0
1.370858130E1,3.423708379E-1,0.000000000E0,9.849745750E0
1.371859106E1,3.519476354E-1,0.000000000E0,9.883264542E0
1.373052343E1,3.591302633E-1,-1.915361360E-2,9.828198433E0
1.374053320E1,3.399766386E-1,-9.576806799E-3,9.809044838E0
1.375054297E1,3.854664862E-1,-2.394201700E-3,9.797073364E0
1.376250586E1,3.758896589E-1,4.788403399E-3,9.813833237E0
1.377449926E1,3.639186621E-1,1.915361360E-2,9.880870819E0
1.378646215E1,3.830722570E-1,-9.576806799E-3,9.945513725E0
1.379647192E1,3.543418646E-1,-1.915361360E-2,9.900024414E0
1.380843481E1,3.399766386E-1,9.576806799E-3,9.909601212E0
1.381844458E1,3.615244627E-1,0.000000000E0,9.892841339E0
1.383040747E1,4.022258818E-1,-9.576806799E-3,9.835380554E0
1.384041723E1,3.687070608E-1,2.633621916E-2,9.792284966E0
1.385241064E1,3.830722570E-1,2.394201607E-2,9.809044838E0
1.386242041E1,3.687070608E-1,9.576806799E-3,9.828198433E0
1.387438330E1,3.687070608E-1,-3.830722719E-2,9.866505623E0
1.388631567E1,3.519476354E-1,-3.591302410E-2,9.844957352E0
1.389632544E1,3.447650373E-1,-1.915361360E-2,9.880870819E0
1.390825781E1,3.734954596E-1,1.197100803E-2,9.883264542E0
1.391826757E1,3.950432837E-1,1.675941236E-2,9.883264542E0
1.393023047E1,3.567360640E-1,-1.915361360E-2,9.888052940E0
1.394213232E1,3.471592367E-1,-1.675941236E-2,9.885659218E0
1.395406469E1,3.711012602E-1,1.915361360E-2,9.859322548E0
1.396605810E1,3.351882398E-1,2.154781483E-2,9.864110947E0
1.397805151E1,3.399766386E-1,4.788403399E-3,9.840168953E0
1.399001440E1,3.471592367E-1,-9.576806799E-3,9.832986832E0
1.400002417E1,3.375824392E-1,-2.394201700E-3,9.821015358E0
1.401201757E1,3.567360640E-1,0.000000000E0,9.825803757E0
1.402401098E1,3.615244627E-1,9.576806799E-3,9.868899345E0
1.403402075E1,3.519476354E-1,4.788403399E-3,9.888052940E0
1.404595312E1,3.591302633E-1,7.182605099E-3,9.897629738E0
1.405596289E1,3.711012602E-1,2.394201607E-2,9.916783333E0
1.406792578E1,3.950432837E-1,9.576806799E-3,9.902418137E0
1.407793554E1,3.543418646E-1,0.000000000E0,9.859322548E0
1.408992895E1,3.615244627E-1,-3.591302410E-2,9.821015358E0
1.409993872E1,3.711012602E-1,0.000000000E0,9.840168953E0
1.411190161E1,3.758896589E-1,2.154781483E-2,9.864110947E0
1.412386450E1,3.830722570E-1,1.675941236E-2,9.880870819E0
1.413387426E1,3.519476354E-1,-2.633621916E-2,9.873687744E0
1.414583715E1,3.471592367E-1,-3.830722719E-2,9.876082420E0
1.415780004E1,3.327940404E-1,1.436521020E-2,9.840168953E0
1.416973242E1,3.782838583E-1,5.267243832E-2,9.816226959E0
1.417974218E1,3.878606856E-1,6.703764945E-2,9.818621635E0
1.418975195E1,3.854664862E-1,3.591302410E-2,9.878476143E0
1.420171484E1,3.639186621E-1,2.394201700E-3,9.849745750E0
1.421370825E1,3.591302633E-1,-7.182605099E-3,9.852140427E0
1.422567114E1,3.663128614E-1,4.788403399E-3,9.900024414E0
1.423568090E1,3.615244627E-1,-2.394201700E-3,9.895236015E0
1.424764380E1,3.399766386E-1,-2.394201700E-3,9.868899345E0
1.425765356E1,3.567360640E-1,-2.394201700E-3,9.840168953E0
1.426961645E1,3.591302633E-1,1.915361360E-2,9.816226959E0
1.427962622E1,3.734954596E-1,3.112462163E-2,9.813833237E0
1.429161963E1,3.854664862E-1,-2.394201700E-3,9.830592155E0
1.430361303E1,3.878606856E-1,9.576806799E-3,9.876082420E0
1.431554541E1,3.734954596E-1,0.000000000E0,9.926360130E0
1.432747778E1,3.758896589E-1,-4.788403399E-3,9.892841339E0
1.433947119E1,3.782838583E-1,-4.788403399E-3,9.876082420E0
1.434948095E1,3.711012602E-1,-2.394201700E-3,9.876082420E0
1.436147436E1,3.926490843E-1,1.675941236E-2,9.852140427E0
1.437346777E1,3.734954596E-1,7.182605099E-3,9.806650162E0
1.438543066E1,3.926490843E-1,3.112462163E-2,9.797073364E0
1.439742407E1,3.830722570E-1,4.548983276E-2,9.785101891E0
1.440938696E1,3.399766386E-1,7.182605099E-3,9.832986832E0
1.442134985E1,3.567360640E-1,-2.154781483E-2,9.876082420E0
1.443331274E1,3.639186621E-1,-1.675941236E-2,9.888052940E0
1.444527563E1,3.423708379E-1,-4.788403399E-3,9.914389610E0
1.445726904E1,3.711012602E-1,2.394201607E-2,9.931148529E0
1.446923193E1,3.711012602E-1,2.154781483E-2,9.900024414E0
1.447924170E1,3.663128614E-1,2.394201607E-2,9.916783333E0
1.449117407E1,3.782838583E-1,2.394201607E-2,9.885659218E0
1.450313696E1,3.950432837E-1,7.182605099E-3,9.801861763E0
1.451513037E1,3.447650373E-1,-2.154781483E-2,9.799467087E0
1.452712378E1,3.471592367E-1,-3.112462163E-2,9.809044838E0
1.453905615E1,3.447650373E-1,1.915361360E-2,9.859322548E0
1.454906591E1,3.902548850E-1,1.197100803E-2,9.864110947E0
1.456105932E1,3.663128614E-1,1.675941236E-2,9.900024414E0
1.457305273E1,3.734954596E-1,1.197100803E-2,9.919178009E0
1.458501562E1,3.806780577E-1,-1.675941236E-2,9.909601212E0
1.459691748E1,3.663128614E-1,1.675941236E-2,9.914389610E0
1.460884985E1,3.639186621E-1,3.112462163E-2,9.852140427E0
1.461885962E1,3.687070608E-1,2.394201607E-2,9.823410034E0
1.463079199E1,3.519476354E-1,9.576806799E-3,9.787496567E0
1.464275488E1,3.711012602E-1,3.351882473E-2,9.823410034E0
1.465276464E1,3.567360640E-1,-1.436521020E-2,9.828198433E0
1.466277441E1,3.615244627E-1,-2.154781483E-2,9.866505623E0
1.467476782E1,3.854664862E-1,1.436521020E-2,9.909601212E0
1.468676123E1,3.854664862E-1,9.576806799E-3,9.921571732E0
1.469875464E1,3.615244627E-1,1.436521020E-2,9.871294022E0
1.470876440E1,3.782838583E-1,9.576806799E-3,9.878476143E0
1.471877417E1,3.926490843E-1,2.633621916E-2,9.892841339E0
1.473070654E1,3.543418646E-1,2.154781483E-2,9.849745750E0
1.474071630E1,3.591302633E-1,4.309562966E-2,9.837775230E0
1.475267920E1,3.806780577E-1,3.112462163E-2,9.785101891E0
1.476467260E1,3.495534360E-1,4.788403399E-3,9.856928825E0
1.477468237E1,3.591302633E-1,1.436521020E-2,9.880870819E0
1.478664526E1,3.758896589E-1,-1.197100803E-2,9.864110947E0
1.479665503E1,3.423708379E-1,-4.788403399E-3,9.873687744E0
1.480858740E1,3.687070608E-1,-7.182605099E-3,9.883264542E0
1.481859716E1,3.854664862E-1,2.873042040E-2,9.868899345E0
1.483059057E1,3.663128614E-1,2.394201607E-2,9.852140427E0
1.484060034E1,3.519476354E-1,2.154781483E-2,9.825803757E0
1.485253271E1,3.711012602E-1,2.154781483E-2,9.856928825E0
1.486254248E1,3.687070608E-1,1.675941236E-2,9.900024414E0
1.487255224E1,3.639186621E-1,-4.788403399E-3,9.902418137E0
1.488451513E1,3.591302633E-1,-2.394201700E-3,9.861717224E0
1.489647802E1,3.687070608E-1,3.112462163E-2,9.825803757E0
1.490841040E1,3.830722570E-1,4.309562966E-2,9.830592155E0
1.492031225E1,3.447650373E-1,4.548983276E-2,9.844957352E0
1.493227514E1,3.423708379E-1,1.915361360E-2,9.866505623E0
1.494426855E1,3.447650373E-1,-2.394201700E-3,9.926360130E0
1.495623144E1,3.567360640E-1,-2.154781483E-2,9.907206535E0
1.496822485E1,3.711012602E-1,1.675941236E-2,9.895236015E0
1.498021826E1,3.734954596E-1,9.576806799E-3,9.866505623E0
1.499218115E1,3.950432837E-1,2.394201607E-2,9.868899345E0
1.500417456E1,3.926490843E-1,1.197100803E-2,9.828198433E0
1.501616797E1,3.447650373E-1,-4.788403399E-3,9.825803757E0
1.502810034E1,3.543418646E-1,0.000000000E0,9.878476143E0
1.504000219E1,3.471592367E-1,4.788403399E-3,9.883264542E0
1.505001196E1,3.543418646E-1,3.591302410E-2,9.933543205E0
1.506002172E1,3.471592367E-1,4.070143029E-2,9.895236015E0
1.507003149E1,3.232172430E-1,3.591302410E-2,9.885659218E0
1.508004126E1,3.543418646E-1,2.633621916E-2,9.878476143E0
1.509200415E1,3.854664862E-1,2.154781483E-2,9.821015358E0
