"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.918319822E1,4.165911078E-1,-8.140286058E-2,9.919178009E0
2.919510007E1,4.118026793E-1,-1.029506698E-1,9.902418137E0
2.920706296E1,4.141969085E-1,-1.340752989E-1,9.856928825E0
2.921905637E1,4.261679053E-1,-9.097966552E-2,9.873687744E0
2.923104978E1,4.189853072E-1,-7.182604820E-2,9.840168953E0
2.924301267E1,3.926490843E-1,-7.182604820E-2,9.823410034E0
2.925500608E1,3.830722570E-1,-1.005564705E-1,9.832986832E0
2.926501584E1,3.758896589E-1,-1.005564705E-1,9.840168953E0
2.927700925E1,3.854664862E-1,-1.149216816E-1,9.871294022E0
2.928701902E1,3.950432837E-1,-8.619125932E-2,9.892841339E0
2.929895139E1,4.165911078E-1,-5.506663769E-2,9.923966408E0
2.930896116E1,4.165911078E-1,-7.182604820E-2,9.900024414E0
2.932092405E1,3.998316824E-1,-1.244984865E-1,9.868899345E0
2.933093381E1,4.213795066E-1,-1.173158810E-1,9.864110947E0
2.934094358E1,4.118026793E-1,-9.337386489E-2,9.861717224E0
2.935095334E1,4.046200812E-1,-6.224924326E-2,9.813833237E0
2.936288572E1,4.118026793E-1,-4.788403213E-2,9.809044838E0
2.937487913E1,4.141969085E-1,-7.422025502E-2,9.856928825E0
2.938488889E1,3.902548850E-1,-1.244984865E-1,9.856928825E0
2.939685178E1,3.950432837E-1,-1.101332754E-1,9.876082420E0
2.940686155E1,4.165911078E-1,-1.005564705E-1,9.904812813E0
2.941879392E1,4.213795066E-1,-1.053448766E-1,9.904812813E0
2.943078733E1,4.165911078E-1,-6.943184882E-2,9.876082420E0
2.944275022E1,4.118026793E-1,-5.506663769E-2,9.849745750E0
2.945275998E1,4.046200812E-1,-6.703764945E-2,9.823410034E0
2.946276975E1,4.189853072E-1,-7.182604820E-2,9.811438560E0
2.947473264E1,4.022258818E-1,-1.077390760E-1,9.821015358E0
2.948474241E1,3.974374831E-1,-9.337386489E-2,9.847352028E0
2.949670530E1,4.118026793E-1,-8.140286058E-2,9.832986832E0
2.950671506E1,4.070142806E-1,-8.379705995E-2,9.854534149E0
2.951867795E1,4.070142806E-1,-7.182604820E-2,9.900024414E0
2.953067136E1,3.974374831E-1,-6.464344263E-2,9.933543205E0
2.954260374E1,4.070142806E-1,-6.943184882E-2,9.926360130E0
2.955456663E1,3.926490843E-1,-8.619125932E-2,9.852140427E0
2.956652952E1,3.758896589E-1,-7.900865376E-2,9.811438560E0
2.957852292E1,4.046200812E-1,-4.070143029E-2,9.844957352E0
2.959048582E1,4.141969085E-1,-6.464344263E-2,9.859322548E0
2.960241819E1,4.118026793E-1,-9.576806426E-2,9.873687744E0
2.961438108E1,4.261679053E-1,-1.053448766E-1,9.835380554E0
2.962634397E1,3.950432837E-1,-9.337386489E-2,9.866505623E0
2.963833738E1,4.070142806E-1,-5.985504389E-2,9.854534149E0
2.965026975E1,4.046200812E-1,-6.224924326E-2,9.840168953E0
2.966217161E1,3.878606856E-1,-7.182604820E-2,9.842563629E0
2.967407346E1,4.022258818E-1,-7.422025502E-2,9.876082420E0
2.968603635E1,4.094084799E-1,-8.858546615E-2,9.900024414E0
2.969604612E1,3.854664862E-1,-9.816227108E-2,9.890447617E0
2.970797849E1,3.998316824E-1,-8.140286058E-2,9.854534149E0
2.971997190E1,4.070142806E-1,-4.548983276E-2,9.832986832E0
2.973193479E1,3.974374831E-1,-5.506663769E-2,9.878476143E0
2.974392820E1,3.854664862E-1,-6.703764945E-2,9.878476143E0
2.975393796E1,3.878606856E-1,-6.703764945E-2,9.873687744E0
2.976583982E1,3.758896589E-1,-6.464344263E-2,9.866505623E0
2.977777219E1,4.022258818E-1,-6.224924326E-2,9.859322548E0
2.978778196E1,3.806780577E-1,-6.224924326E-2,9.849745750E0
2.979974485E1,4.118026793E-1,9.576806799E-3,9.868899345E0
2.981170774E1,4.548983276E-1,0.000000000E0,9.940725327E0
2.982171751E1,4.453215301E-1,-1.077390760E-1,9.969455719E0
2.983368040E1,3.902548850E-1,-1.699883193E-1,9.900024414E0
2.984369016E1,3.998316824E-1,-8.858546615E-2,9.785101891E0
2.985562253E1,4.213795066E-1,-4.788403213E-2,9.840168953E0
2.986563230E1,3.998316824E-1,-4.309562966E-2,9.861717224E0
2.987759519E1,4.237737060E-1,-6.224924326E-2,9.804255486E0
2.988760496E1,3.998316824E-1,-5.985504389E-2,9.813833237E0
2.989953733E1,4.094084799E-1,-2.394201607E-2,9.828198433E0
2.991143918E1,4.118026793E-1,-4.548983276E-2,9.823410034E0
2.992334104E1,4.165911078E-1,-7.182604820E-2,9.904812813E0
2.993527341E1,4.285621047E-1,-9.576806426E-2,9.916783333E0
2.994528318E1,4.189853072E-1,-1.029506698E-1,9.904812813E0
2.995727659E1,4.046200812E-1,-8.379705995E-2,9.861717224E0
2.996927000E1,4.165911078E-1,-1.915361360E-2,9.861717224E0
2.998123289E1,4.261679053E-1,-1.915361360E-2,9.868899345E0
2.999124265E1,4.213795066E-1,-1.915361360E-2,9.856928825E0
3.000320554E1,3.998316824E-1,-5.027823523E-2,9.821015358E0
3.001321531E1,4.022258818E-1,-7.422025502E-2,9.852140427E0
3.002520872E1,3.902548850E-1,-7.182604820E-2,9.864110947E0
3.003717161E1,4.189853072E-1,-8.379705995E-2,9.842563629E0
3.004718137E1,4.046200812E-1,-1.029506698E-1,9.852140427E0
3.005917478E1,4.309563041E-1,-5.506663769E-2,9.849745750E0
3.007116819E1,4.572925270E-1,-4.788403213E-2,9.895236015E0
3.008313108E1,4.357447028E-1,-3.112462163E-2,9.871294022E0
3.009506345E1,4.477157295E-1,-5.746084079E-2,9.876082420E0
3.010705686E1,4.094084799E-1,-3.351882473E-2,9.866505623E0
3.011905027E1,4.333505034E-1,-4.070143029E-2,9.861717224E0
3.013104368E1,4.118026793E-1,-5.746084079E-2,9.852140427E0
3.014105344E1,3.902548850E-1,-8.379705995E-2,9.835380554E0
3.015301633E1,3.878606856E-1,-8.140286058E-2,9.828198433E0
3.016302610E1,4.070142806E-1,-4.070143029E-2,9.840168953E0
3.017501951E1,4.070142806E-1,-2.873042040E-2,9.835380554E0
3.018701292E1,4.213795066E-1,-2.154781483E-2,9.866505623E0
3.019897581E1,4.453215301E-1,-4.788403399E-3,9.878476143E0
3.020898557E1,4.477157295E-1,-1.436521020E-2,9.909601212E0
3.022091794E1,4.070142806E-1,-5.746084079E-2,9.904812813E0
3.023288084E1,3.974374831E-1,-6.464344263E-2,9.885659218E0
3.024289060E1,4.046200812E-1,-6.943184882E-2,9.921571732E0
3.025482297E1,3.687070608E-1,-8.858546615E-2,9.868899345E0
3.026675535E1,4.022258818E-1,-5.746084079E-2,9.859322548E0
3.027871824E1,4.141969085E-1,-4.070143029E-2,9.849745750E0
3.029065061E1,3.998316824E-1,-5.746084079E-2,9.797073364E0
3.030066038E1,4.046200812E-1,-3.591302410E-2,9.844957352E0
3.031262327E1,4.046200812E-1,-2.873042040E-2,9.866505623E0
3.032263303E1,4.381389022E-1,-3.830722719E-2,9.821015358E0
3.033462644E1,4.357447028E-1,-5.985504389E-2,9.897629738E0
3.034661985E1,4.213795066E-1,-4.309562966E-2,9.878476143E0
3.035662961E1,3.974374831E-1,-1.053448766E-1,9.840168953E0
3.036862302E1,3.998316824E-1,-7.182604820E-2,9.878476143E0
3.038061643E1,4.357447028E-1,-3.591302410E-2,9.926360130E0
3.039251829E1,4.429273009E-1,-3.591302410E-2,9.854534149E0
3.040252805E1,4.141969085E-1,-2.154781483E-2,9.837775230E0
3.041449094E1,3.902548850E-1,-4.309562966E-2,9.828198433E0
3.042450071E1,4.333505034E-1,-5.506663769E-2,9.830592155E0
3.043451047E1,3.998316824E-1,-5.506663769E-2,9.859322548E0
3.044644285E1,3.974374831E-1,-3.351882473E-2,9.847352028E0
3.045843626E1,3.974374831E-1,-5.027823523E-2,9.861717224E0
3.046844602E1,4.118026793E-1,-2.873042040E-2,9.895236015E0
3.048040891E1,4.070142806E-1,-3.591302410E-2,9.878476143E0
3.049240232E1,4.070142806E-1,-4.070143029E-2,9.890447617E0
3.050433469E1,4.118026793E-1,-7.661445439E-2,9.885659218E0
3.051629758E1,4.237737060E-1,-6.943184882E-2,9.868899345E0
3.052630735E1,4.141969085E-1,-5.267243832E-2,9.852140427E0
3.053827024E1,4.213795066E-1,-3.591302410E-2,9.806650162E0
3.054828001E1,4.237737060E-1,-1.915361360E-2,9.861717224E0
3.056027341E1,4.189853072E-1,-5.506663769E-2,9.837775230E0
3.057223630E1,3.902548850E-1,-5.985504389E-2,9.849745750E0
3.058224607E1,4.213795066E-1,-5.506663769E-2,9.888052940E0
3.059417844E1,4.022258818E-1,-2.873042040E-2,9.916783333E0
3.060617185E1,4.261679053E-1,-2.394201607E-2,9.902418137E0
3.061816526E1,3.974374831E-1,-4.070143029E-2,9.892841339E0
3.063012815E1,4.022258818E-1,-2.154781483E-2,9.880870819E0
3.064212156E1,3.950432837E-1,-4.070143029E-2,9.830592155E0
3.065408445E1,4.022258818E-1,-5.267243832E-2,9.792284966E0
3.066601682E1,4.477157295E-1,-4.070143029E-2,9.830592155E0
3.067602659E1,4.165911078E-1,-5.985504389E-2,9.830592155E0
3.068802000E1,4.285621047E-1,-5.506663769E-2,9.861717224E0
3.070001340E1,4.189853072E-1,-4.309562966E-2,9.914389610E0
3.071197629E1,4.094084799E-1,-1.436521020E-2,9.919178009E0
3.072387815E1,3.926490843E-1,-2.873042040E-2,9.885659218E0
3.073584104E1,3.782838583E-1,-4.309562966E-2,9.888052940E0
3.074585081E1,3.926490843E-1,-4.309562966E-2,9.888052940E0
3.075784421E1,3.830722570E-1,-5.027823523E-2,9.859322548E0
3.076980710E1,3.806780577E-1,-5.267243832E-2,9.823410034E0
3.077981687E1,4.261679053E-1,-5.267243832E-2,9.813833237E0
3.079177976E1,4.668693244E-1,-3.830722719E-2,9.852140427E0
3.080178953E1,4.548983276E-1,-4.309562966E-2,9.897629738E0
3.081375242E1,4.333505034E-1,-6.703764945E-2,9.921571732E0
3.082568479E1,4.165911078E-1,-7.422025502E-2,9.928754807E0
3.083764768E1,3.902548850E-1,-7.182604820E-2,9.866505623E0
3.084765745E1,3.926490843E-1,-4.070143029E-2,9.885659218E0
3.085962034E1,3.974374831E-1,-1.675941236E-2,9.837775230E0
3.086963010E1,4.022258818E-1,4.788403399E-3,9.825803757E0
3.087963987E1,4.046200812E-1,1.436521020E-2,9.809044838E0
3.089160276E1,3.950432837E-1,-1.436521020E-2,9.801861763E0
3.090359617E1,4.070142806E-1,-7.182604820E-2,9.852140427E0
3.091555906E1,4.213795066E-1,-1.101332754E-1,9.868899345E0
3.092556882E1,4.213795066E-1,-6.703764945E-2,9.871294022E0
3.093756223E1,4.285621047E-1,-2.633621916E-2,9.904812813E0
3.094949460E1,4.213795066E-1,-4.309562966E-2,9.919178009E0
3.096148801E1,4.118026793E-1,-4.309562966E-2,9.933543205E0
3.097348142E1,3.830722570E-1,-3.351882473E-2,9.880870819E0
3.098547483E1,3.926490843E-1,-1.675941236E-2,9.852140427E0
3.099740720E1,3.998316824E-1,-2.394201607E-2,9.832986832E0
3.100937009E1,4.261679053E-1,-3.112462163E-2,9.825803757E0
3.101937986E1,4.333505034E-1,-1.915361360E-2,9.825803757E0
3.103137327E1,4.333505034E-1,-7.182604820E-2,9.847352028E0
3.104330564E1,4.118026793E-1,-7.182604820E-2,9.830592155E0
3.105523801E1,4.429273009E-1,-5.985504389E-2,9.902418137E0
3.106524778E1,4.405331016E-1,-4.788403213E-2,9.900024414E0
3.107721067E1,4.477157295E-1,-2.154781483E-2,9.888052940E0
3.108917356E1,3.998316824E-1,-5.267243832E-2,9.888052940E0
3.109918333E1,4.046200812E-1,-4.309562966E-2,9.854534149E0
3.111114622E1,3.998316824E-1,-1.675941236E-2,9.861717224E0
3.112310911E1,4.141969085E-1,-9.576806799E-3,9.835380554E0
3.113507200E1,4.141969085E-1,0.000000000E0,9.859322548E0
3.114508176E1,4.285621047E-1,-3.351882473E-2,9.840168953E0
3.115704465E1,4.046200812E-1,-6.703764945E-2,9.842563629E0
3.116705442E1,4.165911078E-1,-4.070143029E-2,9.868899345E0
3.117901731E1,4.357447028E-1,-3.591302410E-2,9.832986832E0
3.118902708E1,4.261679053E-1,-3.112462163E-2,9.864110947E0
3.120098997E1,3.974374831E-1,-6.943184882E-2,9.892841339E0
3.121298337E1,4.213795066E-1,-4.309562966E-2,9.916783333E0
3.122494627E1,3.998316824E-1,-9.576806799E-3,9.892841339E0
3.123693967E1,3.782838583E-1,-4.309562966E-2,9.854534149E0
3.124890256E1,3.734954596E-1,-4.788403213E-2,9.837775230E0
3.125891233E1,3.974374831E-1,-5.027823523E-2,9.842563629E0
3.127087522E1,4.118026793E-1,-4.309562966E-2,9.842563629E0
3.128088499E1,4.237737060E-1,-5.267243832E-2,9.828198433E0
3.129284788E1,4.285621047E-1,-6.464344263E-2,9.878476143E0
3.130285764E1,4.405331016E-1,-5.267243832E-2,9.876082420E0
3.131479002E1,4.237737060E-1,-6.703764945E-2,9.904812813E0
3.132479978E1,4.141969085E-1,-2.154781483E-2,9.904812813E0
3.133679319E1,4.213795066E-1,-1.675941236E-2,9.885659218E0
3.134878660E1,3.974374831E-1,-3.830722719E-2,9.859322548E0
3.136078001E1,3.998316824E-1,-5.746084079E-2,9.859322548E0
3.137277341E1,4.189853072E-1,-4.309562966E-2,9.816226959E0
3.138476682E1,3.926490843E-1,-5.506663769E-2,9.799467087E0
3.139669919E1,4.070142806E-1,-3.112462163E-2,9.835380554E0
3.140866209E1,4.429273009E-1,1.197100803E-2,9.904812813E0
3.141867185E1,4.213795066E-1,-9.576806799E-3,9.933543205E0
3.143063474E1,3.950432837E-1,-4.548983276E-2,9.859322548E0
3.144259763E1,4.477157295E-1,-1.197100803E-2,9.873687744E0
3.145260740E1,4.381389022E-1,-4.070143029E-2,9.876082420E0
3.146453977E1,4.094084799E-1,-7.661445439E-2,9.864110947E0
3.147650266E1,4.285621047E-1,-6.464344263E-2,9.844957352E0
3.148651243E1,4.094084799E-1,-4.548983276E-2,9.828198433E0
3.149847532E1,4.094084799E-1,-2.394201700E-3,9.852140427E0
3.150848508E1,4.237737060E-1,2.394201700E-3,9.852140427E0
3.152044797E1,4.165911078E-1,-2.873042040E-2,9.868899345E0
3.153238035E1,4.261679053E-1,-1.436521020E-2,9.911994934E0
3.154437376E1,3.998316824E-1,-5.027823523E-2,9.892841339E0
3.155633665E1,4.165911078E-1,-7.182604820E-2,9.873687744E0
3.156634641E1,3.950432837E-1,-7.900865376E-2,9.866505623E0
3.157833982E1,4.261679053E-1,-4.548983276E-2,9.852140427E0
3.159030271E1,4.070142806E-1,-5.027823523E-2,9.818621635E0
3.160226560E1,4.046200812E-1,-3.591302410E-2,9.801861763E0
3.161227537E1,4.213795066E-1,-3.830722719E-2,9.849745750E0
3.162420774E1,4.213795066E-1,-1.436521020E-2,9.914389610E0
3.163617063E1,4.189853072E-1,-2.154781483E-2,9.878476143E0
3.164618040E1,3.998316824E-1,-3.830722719E-2,9.852140427E0
3.165814329E1,3.926490843E-1,-2.154781483E-2,9.840168953E0
3.166815305E1,4.070142806E-1,-4.070143029E-2,9.864110947E0
3.168011594E1,3.854664862E-1,-4.548983276E-2,9.847352028E0
3.169201780E1,3.974374831E-1,-6.943184882E-2,9.892841339E0
3.170401121E1,4.237737060E-1,-2.633621916E-2,9.947908401E0
3.171402097E1,4.405331016E-1,-3.351882473E-2,9.885659218E0
3.172403074E1,4.501099288E-1,-4.548983276E-2,9.943120003E0
3.173593259E1,4.740519226E-1,-3.112462163E-2,9.911994934E0
3.174594236E1,4.285621047E-1,-8.140286058E-2,9.849745750E0
3.175790525E1,4.046200812E-1,-8.379705995E-2,9.880870819E0
3.176986814E1,4.165911078E-1,-6.943184882E-2,9.809044838E0
3.178183103E1,3.878606856E-1,-5.746084079E-2,9.775525093E0
3.179376340E1,3.902548850E-1,-3.351882473E-2,9.837775230E0
3.180572629E1,4.094084799E-1,-6.224924326E-2,9.895236015E0
3.181573606E1,4.213795066E-1,-3.830722719E-2,9.895236015E0
3.182769895E1,3.950432837E-1,-3.830722719E-2,9.854534149E0
3.183969236E1,3.998316824E-1,-2.633621916E-2,9.859322548E0
3.185168577E1,4.429273009E-1,-4.548983276E-2,9.856928825E0
3.186367918E1,4.692635238E-1,-8.379705995E-2,9.861717224E0
3.187564206E1,4.333505034E-1,-8.858546615E-2,9.868899345E0
3.188565183E1,4.333505034E-1,-8.379705995E-2,9.871294022E0
3.189764524E1,4.261679053E-1,-6.703764945E-2,9.861717224E0
3.190960813E1,4.309563041E-1,-5.746084079E-2,9.825803757E0
3.191961790E1,4.333505034E-1,-5.985504389E-2,9.811438560E0
3.193161130E1,4.309563041E-1,-3.351882473E-2,9.804255486E0
3.194360471E1,4.285621047E-1,-4.548983276E-2,9.806650162E0
3.195361448E1,4.381389022E-1,-5.027823523E-2,9.859322548E0
3.196554685E1,4.716577232E-1,-6.464344263E-2,9.907206535E0
3.197754026E1,4.477157295E-1,-7.422025502E-2,9.935936928E0
3.198950315E1,4.333505034E-1,-7.661445439E-2,9.902418137E0
3.199951292E1,4.525041282E-1,-6.943184882E-2,9.864110947E0
3.201144529E1,4.118026793E-1,-6.464344263E-2,9.813833237E0
3.202340818E1,4.165911078E-1,-7.182604820E-2,9.797073364E0
3.203534055E1,4.237737060E-1,-7.661445439E-2,9.799467087E0
3.204727292E1,4.165911078E-1,-9.337386489E-2,9.832986832E0
3.205728269E1,4.357447028E-1,-8.379705995E-2,9.883264542E0
3.206918455E1,4.525041282E-1,-7.182604820E-2,9.878476143E0
3.208114744E1,4.213795066E-1,-5.027823523E-2,9.904812813E0
3.209314084E1,4.309563041E-1,-5.746084079E-2,9.911994934E0
3.210510374E1,4.070142806E-1,-8.858546615E-2,9.883264542E0
3.211706663E1,4.094084799E-1,-8.379705995E-2,9.880870819E0
3.212902952E1,4.548983276E-1,-5.506663769E-2,9.859322548E0
3.213903928E1,4.548983276E-1,-5.506663769E-2,9.806650162E0
3.214904905E1,4.165911078E-1,-7.900865376E-2,9.809044838E0
3.216101194E1,4.525041282E-1,-8.619125932E-2,9.835380554E0
3.217297483E1,4.501099288E-1,-8.619125932E-2,9.866505623E0
3.218298460E1,4.453215301E-1,-1.029506698E-1,9.907206535E0
3.219494748E1,4.118026793E-1,-9.816227108E-2,9.916783333E0
3.220684934E1,5.219359994E-1,-7.900865376E-2,9.971850395E0
3.221685911E1,3.830722570E-1,-1.125274822E-1,9.866505623E0
3.222882200E1,3.447650373E-1,-1.412578970E-1,9.818621635E0
3.223883176E1,4.357447028E-1,-9.816227108E-2,9.835380554E0
3.225082517E1,4.237737060E-1,-7.661445439E-2,9.844957352E0
3.226275754E1,4.022258818E-1,-9.816227108E-2,9.792284966E0
3.227472043E1,4.189853072E-1,-1.316810995E-1,9.823410034E0
3.228473020E1,4.189853072E-1,-1.364694983E-1,9.835380554E0
3.229669309E1,4.309563041E-1,-1.197100878E-1,9.931148529E0
3.230670286E1,4.429273009E-1,-1.340752989E-1,9.909601212E0
3.231863523E1,4.237737060E-1,-1.316810995E-1,9.876082420E0
3.233059812E1,4.022258818E-1,-1.268926859E-1,9.866505623E0
3.234060789E1,3.974374831E-1,-1.460463107E-1,9.821015358E0
3.235257078E1,3.878606856E-1,-1.268926859E-1,9.842563629E0
3.236453367E1,4.333505034E-1,-1.221042871E-1,9.842563629E0
3.237652708E1,4.429273009E-1,-1.388636976E-1,9.868899345E0
3.238848997E1,4.381389022E-1,-1.699883193E-1,9.878476143E0
3.240048337E1,4.357447028E-1,-1.436520964E-1,9.832986832E0
3.241247678E1,4.309563041E-1,-1.268926859E-1,9.844957352E0
3.242447019E1,4.022258818E-1,-1.532289088E-1,9.878476143E0
3.243643308E1,3.998316824E-1,-1.819593310E-1,9.923966408E0
3.244839597E1,3.854664862E-1,-1.604115069E-1,9.859322548E0
3.246038938E1,3.926490843E-1,-1.388636976E-1,9.880870819E0
3.247235227E1,3.878606856E-1,-1.436520964E-1,9.828198433E0
3.248236204E1,4.094084799E-1,-1.604115069E-1,9.825803757E0
3.249237180E1,3.854664862E-1,-2.011129409E-1,9.840168953E0
3.250430418E1,3.830722570E-1,-2.154781520E-1,9.856928825E0
3.251629758E1,3.950432837E-1,-2.035071403E-1,9.904812813E0
3.252822996E1,3.998316824E-1,-1.747767180E-1,9.914389610E0
3.253823972E1,3.950432837E-1,-1.747767180E-1,9.883264542E0
3.254824949E1,3.926490843E-1,-1.795651317E-1,9.876082420E0
3.256018186E1,4.237737060E-1,-1.795651317E-1,9.876082420E0
3.257214475E1,3.495534360E-1,-2.226607651E-1,9.854534149E0
3.258215452E1,3.663128614E-1,-1.987187415E-1,9.828198433E0
3.259414792E1,3.519476354E-1,-1.867477298E-1,9.806650162E0
3.260608030E1,3.830722570E-1,-1.723825186E-1,9.840168953E0
3.261609006E1,4.070142806E-1,-1.843535304E-1,1.000776291E1
3.262805295E1,4.836287498E-1,-2.202665508E-1,9.914389610E0
3.264001584E1,4.237737060E-1,-2.346317619E-1,9.868899345E0
3.265200925E1,3.998316824E-1,-2.274491638E-1,9.856928825E0
3.266201902E1,4.381389022E-1,-2.130839527E-1,9.809044838E0
3.267398191E1,4.213795066E-1,-2.154781520E-1,9.856928825E0
3.268591428E1,3.902548850E-1,-2.537853718E-1,9.890447617E0
3.269592405E1,3.687070608E-1,-2.801215947E-1,9.892841339E0
3.270785642E1,3.782838583E-1,-2.705447972E-1,9.871294022E0
3.271984983E1,3.711012602E-1,-2.753331959E-1,9.832986832E0
3.273184324E1,4.070142806E-1,-2.394201756E-1,9.859322548E0
3.274380613E1,4.070142806E-1,-2.082955539E-1,9.844957352E0
3.275576902E1,3.878606856E-1,-2.322375625E-1,9.859322548E0
3.276776243E1,3.998316824E-1,-2.753331959E-1,9.876082420E0
3.277972532E1,3.806780577E-1,-2.968810201E-1,9.842563629E0
3.279168821E1,4.141969085E-1,-2.298433632E-1,9.861717224E0
3.280362058E1,3.998316824E-1,-2.801215947E-1,9.878476143E0
3.281561399E1,3.734954596E-1,-3.088520169E-1,9.861717224E0
3.282757688E1,4.046200812E-1,-2.944868207E-1,9.859322548E0
3.283758664E1,4.213795066E-1,-2.920926213E-1,9.876082420E0
3.284951902E1,4.213795066E-1,-3.088520169E-1,9.868899345E0
3.285952878E1,4.285621047E-1,-2.873041928E-1,9.895236015E0
3.287152219E1,4.285621047E-1,-2.896983922E-1,9.883264542E0
3.288342405E1,3.830722570E-1,-3.423708379E-1,9.844957352E0
3.289538694E1,4.141969085E-1,-3.232172430E-1,9.837775230E0
3.290539670E1,4.189853072E-1,-2.968810201E-1,9.832986832E0
3.291540647E1,4.118026793E-1,-2.753331959E-1,9.794678688E0
3.292739988E1,4.094084799E-1,-2.777273953E-1,9.837775230E0
3.293933225E1,4.333505034E-1,-2.849099934E-1,9.849745750E0
3.295129514E1,4.381389022E-1,-3.208230138E-1,9.885659218E0
3.296328855E1,4.596867263E-1,-3.256114423E-1,9.876082420E0
3.297528196E1,4.118026793E-1,-3.160346150E-1,9.859322548E0
3.298724485E1,4.141969085E-1,-3.447650373E-1,9.849745750E0
3.299725461E1,4.118026793E-1,-3.112462163E-1,9.854534149E0
3.300924802E1,4.070142806E-1,-3.208230138E-1,9.844957352E0
3.301925779E1,3.878606856E-1,-3.136404157E-1,9.842563629E0
3.303125120E1,4.070142806E-1,-3.519476354E-1,9.876082420E0
3.304324460E1,4.213795066E-1,-3.399766386E-1,9.892841339E0
3.305523801E1,4.213795066E-1,-3.447650373E-1,9.868899345E0
3.306720090E1,3.782838583E-1,-3.280056417E-1,9.878476143E0
3.307916379E1,4.141969085E-1,-3.232172430E-1,9.837775230E0
3.309112668E1,3.974374831E-1,-3.375824392E-1,9.840168953E0
3.310113645E1,3.926490843E-1,-3.423708379E-1,9.844957352E0
3.311309934E1,3.878606856E-1,-3.519476354E-1,9.825803757E0
3.312503171E1,3.902548850E-1,-3.806780577E-1,9.842563629E0
3.313504148E1,4.070142806E-1,-3.854664862E-1,9.873687744E0
3.314700437E1,4.213795066E-1,-3.854664862E-1,9.876082420E0
3.315701414E1,4.022258818E-1,-3.567360640E-1,9.854534149E0
3.316900754E1,4.118026793E-1,-3.615244627E-1,9.859322548E0
3.318100095E1,3.734954596E-1,-3.639186621E-1,9.821015358E0
3.319101072E1,3.950432837E-1,-3.950432837E-1,9.852140427E0
3.320297361E1,4.070142806E-1,-4.309563041E-1,9.897629738E0
3.321493650E1,4.357447028E-1,-3.878606856E-1,9.914389610E0
3.322494626E1,3.878606856E-1,-3.926490843E-1,9.876082420E0
3.323495603E1,3.782838583E-1,-3.687070608E-1,9.842563629E0
3.324694944E1,3.543418646E-1,-4.118026793E-1,9.847352028E0
3.325894285E1,3.926490843E-1,-4.046200812E-1,9.813833237E0
3.327090574E1,4.046200812E-1,-3.806780577E-1,9.828198433E0
3.328283811E1,3.711012602E-1,-3.806780577E-1,9.804255486E0
3.329483152E1,3.687070608E-1,-4.046200812E-1,9.842563629E0
3.330679441E1,4.189853072E-1,-3.974374831E-1,9.916783333E0
3.331680418E1,4.070142806E-1,-4.094084799E-1,9.916783333E0
3.332876706E1,3.854664862E-1,-3.878606856E-1,9.921571732E0
3.334076047E1,3.878606856E-1,-3.782838583E-1,9.861717224E0
3.335077024E1,3.974374831E-1,-3.519476354E-1,9.849745750E0
3.336276365E1,3.950432837E-1,-3.878606856E-1,9.849745750E0
3.337475706E1,3.734954596E-1,-4.213795066E-1,9.828198433E0
3.338671995E1,3.351882398E-1,-4.118026793E-1,9.837775230E0
3.339672971E1,3.471592367E-1,-3.806780577E-1,9.828198433E0
3.340872312E1,3.711012602E-1,-3.878606856E-1,9.849745750E0
3.342071653E1,4.453215301E-1,-3.327940404E-1,9.921571732E0
3.343072629E1,4.118026793E-1,-3.806780577E-1,9.923966408E0
3.344271970E1,4.213795066E-1,-4.189853072E-1,9.880870819E0
3.345471311E1,4.357447028E-1,-4.525041282E-1,9.876082420E0
3.346664548E1,4.261679053E-1,-4.596867263E-1,9.859322548E0
3.347665525E1,4.237737060E-1,-4.429273009E-1,9.818621635E0
3.348861814E1,3.447650373E-1,-4.812345505E-1,9.797073364E0
3.349862790E1,3.256114423E-1,-4.501099288E-1,9.825803757E0
3.351059080E1,3.567360640E-1,-4.453215301E-1,9.864110947E0
3.352060056E1,3.567360640E-1,-4.357447028E-1,9.880870819E0
3.353259397E1,3.878606856E-1,-4.501099288E-1,9.880870819E0
3.354455686E1,3.854664862E-1,-4.261679053E-1,9.871294022E0
3.355456663E1,3.687070608E-1,-4.357447028E-1,9.895236015E0
3.356646848E1,3.926490843E-1,-4.309563041E-1,9.885659218E0
3.357647825E1,3.902548850E-1,-4.405331016E-1,9.852140427E0
3.358648801E1,3.375824392E-1,-4.525041282E-1,9.813833237E0
3.359848142E1,4.070142806E-1,-4.165911078E-1,9.842563629E0
3.361044431E1,4.141969085E-1,-4.261679053E-1,9.806650162E0
3.362243772E1,3.998316824E-1,-4.261679053E-1,9.816226959E0
3.363440061E1,4.213795066E-1,-4.285621047E-1,9.840168953E0
3.364441038E1,4.022258818E-1,-4.644751251E-1,9.861717224E0
3.365640378E1,3.998316824E-1,-4.644751251E-1,9.902418137E0
3.366839719E1,3.998316824E-1,-4.453215301E-1,9.895236015E0
3.367840696E1,3.806780577E-1,-4.405331016E-1,9.876082420E0
3.369040037E1,3.878606856E-1,-4.477157295E-1,9.883264542E0
3.370233274E1,4.189853072E-1,-4.548983276E-1,9.866505623E0
3.371432615E1,4.189853072E-1,-4.189853072E-1,9.849745750E0
