"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.857521674E0,-8.866310120E-3,4.378569126E-2,1.347856522E-1
1.873512884E0,2.777636051E-3,2.868384123E-2,-8.628845215E-3
1.889534613E0,1.103281975E-4,1.608836651E-2,-1.328964233E-1
1.905464789E0,4.776716232E-3,9.813308716E-3,4.660511017E-2
1.921425482E0,-2.673149109E-2,6.512820721E-3,-6.169319153E-3
1.937416693E0,-3.408996761E-2,-7.169783115E-3,-6.852436066E-2
1.953377386E0,4.307490587E-2,8.081758022E-2,3.023710251E-1
1.969307562E0,1.202484965E-2,2.462750673E-2,1.298904419E-2
1.985298773E0,7.497578859E-3,-4.424035549E-3,-2.498788834E-1
2.001289984E0,3.646701574E-3,-3.011906147E-2,-1.520185471E-1
2.017281195E0,-6.108939648E-3,1.705807447E-2,-2.063465118E-2
2.033211371E0,1.784458756E-2,3.853559494E-2,1.081333160E-1
2.049202582E0,2.488055825E-2,3.443229198E-2,1.557979584E-1
2.065163275E0,1.225787401E-2,4.726916552E-2,1.008596420E-1
2.081154486E0,-5.862146616E-3,5.710351467E-2,-4.242801666E-2
2.097084662E0,-1.279476285E-2,4.062819481E-2,-7.795429230E-2
2.113106390E0,-4.334563017E-2,1.207458973E-2,-2.028179169E-2
2.129097601E0,-7.789939642E-3,-4.070580006E-3,-1.056480408E-2
2.145058295E0,-7.655143738E-3,2.286434174E-3,-5.120754242E-2
2.161049506E0,-2.182137966E-2,4.150867462E-4,4.469299316E-2
2.176979681E0,-2.758966386E-2,-8.646786213E-3,-4.372692108E-2
2.192940375E0,-2.201050520E-3,2.102130651E-2,6.654167175E-2
2.208962103E0,-1.734736562E-2,2.765965462E-2,-1.480007172E-2
2.224953314E0,-1.063996553E-2,8.029401302E-3,1.876640320E-2
2.240944525E0,-2.494129539E-2,3.164476156E-2,4.991436005E-2
2.256935736E0,1.952618361E-3,4.260659218E-3,-6.015586853E-2
2.272896429E0,-1.979988813E-2,2.441185713E-2,-1.455688477E-2
2.288857123E0,4.669129848E-4,4.292964935E-3,-2.409076691E-2
2.304848334E0,-8.681148291E-3,-1.064473391E-2,-3.363704681E-2
2.320839545E0,-1.589286327E-2,2.989083529E-2,-4.320049286E-2
2.336800238E0,1.544359326E-2,5.908447504E-2,5.731678009E-2
2.352760931E0,-1.770460606E-2,3.953045607E-2,1.902866364E-2
2.368752142E0,8.943945169E-3,3.603589535E-2,-2.444267273E-3
2.384712836E0,-9.040534496E-4,2.195000648E-3,3.110694885E-2
2.400704047E0,-1.577794552E-3,7.484555244E-3,4.784679413E-2
2.416634222E0,-9.446829557E-3,2.933663130E-2,-1.201343536E-2
2.432655951E0,3.903955221E-3,2.994209528E-2,2.333641052E-3
2.448647162E0,-8.583545685E-3,1.419526339E-2,-9.699821472E-3
2.464638373E0,1.338213682E-3,-8.820891380E-4,-5.046844482E-3
2.480629584E0,-2.906620502E-3,2.345180511E-2,9.096145630E-3
2.496620795E0,-4.487395287E-3,-1.944422722E-3,-3.144264221E-3
2.512581488E0,-1.612743735E-2,-1.958781481E-2,-8.230209351E-3
2.528511664E0,-3.267864883E-2,-2.891290188E-2,-1.339530945E-2
2.544502875E0,-5.466580391E-3,1.994574070E-2,2.686214447E-2
2.560494086E0,-3.040041029E-2,4.472935200E-2,-2.313613892E-3
2.576454779E0,-2.145285904E-2,4.807507992E-2,2.117061615E-2
2.592476508E0,-1.037654281E-2,5.387157202E-2,3.958702087E-3
2.608467718E0,3.164410591E-4,4.299181700E-2,-1.803398132E-2
2.624428412E0,-3.754198551E-3,3.489673138E-2,1.502799988E-2
2.640419623E0,-1.006293297E-2,7.892429829E-3,2.582550049E-3
2.656380316E0,-1.564015448E-2,-2.345812321E-2,-7.512092590E-3
2.672371527E0,-1.830448210E-2,-2.765107155E-2,-1.048946381E-2
2.688393256E0,8.572191000E-4,2.644467354E-2,5.351638794E-2
2.704384466E0,-1.974493265E-3,1.301634312E-2,6.250667572E-2
2.720375677E0,-1.215025783E-2,2.310967445E-2,-1.226234436E-2
2.736366888E0,-7.683470845E-3,1.019120216E-3,-3.683853149E-2
2.752327582E0,-3.048002720E-3,-4.296839237E-3,-2.325344086E-2
2.768288275E0,-9.240671992E-3,-1.250731945E-2,-1.937675476E-2
2.784310004E0,-9.782806039E-3,-3.548800945E-3,7.066631317E-2
2.800362250E0,-2.020165324E-3,1.488608122E-2,9.386920929E-2
2.816322943E0,-2.638202906E-2,1.730018854E-2,-6.968212128E-2
2.832344672E0,6.259083748E-4,-1.970529556E-3,-1.058788300E-1
2.848335883E0,-1.962132752E-2,2.014636993E-5,5.863666534E-2
2.864296576E0,-8.559495211E-3,-2.162438631E-2,-1.911163330E-3
2.880287787E0,-7.287412882E-3,-4.048168659E-3,-9.366607666E-2
2.896217963E0,5.771134794E-2,1.875925064E-2,1.257162094E-1
2.912178656E0,2.779459953E-2,-2.159774303E-2,4.855060577E-2
2.928108832E0,1.794154942E-2,-2.866658568E-2,-2.103929520E-1
2.944100043E0,-8.277699351E-3,-3.690168262E-2,-1.104354858E-1
2.960091254E0,1.830568910E-2,3.206074238E-3,8.751106262E-2
2.976051947E0,1.046942174E-2,-1.112887263E-2,1.083583832E-1
2.992073675E0,9.046316147E-3,6.669190526E-2,1.532897949E-1
3.008064886E0,1.134485006E-3,4.088309407E-2,4.038810730E-2
3.024025580E0,-1.366634667E-2,3.126147389E-2,-1.395282745E-1
3.040016791E0,-1.950757205E-2,-6.776660681E-3,-4.899120331E-2
3.055946966E0,-2.397942543E-2,-2.159392834E-2,4.629898071E-2
3.071968695E0,-1.910848916E-2,-5.280885100E-2,3.155326843E-2
3.087959906E0,-1.082283258E-2,-3.129264712E-2,2.406692505E-2
3.103920599E0,-1.879768074E-2,-1.123487949E-3,3.097629547E-2
3.119911810E0,-2.421519160E-2,-1.588526368E-2,-7.466316223E-2
3.135872504E0,-1.296885312E-2,-2.082943916E-3,-8.460903168E-2
3.151833197E0,1.450984180E-2,2.144092321E-2,-8.744049072E-2
3.167824408E0,-1.676329970E-2,-1.145213842E-3,1.323699951E-1
3.183785101E0,5.684509873E-3,-3.824681044E-3,9.604930878E-2
3.199776312E0,-2.599084377E-2,7.773756981E-3,1.670551300E-2
3.215706488E0,-1.556149125E-2,1.411867142E-2,3.796195984E-2
3.231697699E0,-5.966693163E-3,-2.977767587E-2,-1.203737259E-1
3.247688910E0,-8.807003498E-3,-1.216366887E-2,-1.087493896E-1
3.263680121E0,2.616986632E-3,-1.832795143E-2,2.257728577E-2
3.279640814E0,-1.550883055E-3,3.576010466E-3,9.171390533E-2
3.295662543E0,-1.426337659E-2,2.777105570E-2,5.795860291E-2
3.311623236E0,-2.631023526E-3,4.092545807E-2,2.690315247E-3
3.327644965E0,4.489064217E-3,3.181904554E-2,-2.388381958E-2
3.343636175E0,-7.119178772E-3,8.871346712E-3,-1.221561432E-2
3.359627386E0,1.044991612E-2,-1.446403563E-2,6.166934967E-2
3.375618597E0,1.872813702E-2,-2.159923315E-2,3.502559662E-2
3.391548773E0,-6.401732564E-3,-4.450081289E-2,-4.903697968E-2
3.407509466E0,-5.933880806E-3,-5.323921144E-2,-5.644798279E-2
3.423470160E0,-1.333893836E-2,-3.084295243E-2,4.151725769E-2
3.439461371E0,-1.174089313E-2,-2.189504355E-2,6.531047821E-2
3.455391547E0,-2.203142643E-2,-3.187608719E-2,-4.014301300E-2
3.471382758E0,-9.992957115E-3,-3.887648135E-2,-6.747245789E-3
3.487404486E0,-2.154447138E-2,-9.293638170E-3,2.903747559E-2
3.503365179E0,-4.227082431E-2,-1.527078450E-3,1.831054688E-4
3.519356390E0,-1.981206238E-2,2.114774287E-2,1.921844482E-2
3.535286566E0,-6.210759282E-3,2.534742653E-2,2.330780029E-3
3.551247259E0,-1.364606619E-2,1.798070967E-3,4.595756531E-3
3.567207953E0,-2.030745149E-3,-4.076398909E-2,-5.095481873E-3
3.583199164E0,-1.229690015E-2,-4.564420879E-2,-3.151893616E-2
3.599190375E0,-2.916827798E-3,-3.576976061E-2,-5.075645447E-2
3.615181586E0,-4.416435957E-3,1.482763328E-3,-2.211666107E-2
3.631142279E0,-7.246002555E-3,2.152427100E-2,6.881713867E-2
3.647072455E0,-3.618136048E-3,2.767614555E-3,4.490280151E-2
3.663063666E0,-1.610210538E-2,-3.196050599E-2,-7.473945618E-2
3.679054877E0,-3.647407889E-2,-3.685266152E-2,1.389217377E-2
3.695076605E0,-4.590284824E-2,-1.782920584E-2,8.814048767E-2
3.711006781E0,-3.201626241E-2,-2.653751895E-2,-1.297349930E-1
3.726997992E0,6.737530231E-3,-1.293443888E-2,4.343986511E-3
3.742958685E0,6.368625164E-2,-4.663266242E-2,1.792049408E-1
3.758949896E0,1.262351871E-3,-5.441921949E-2,-7.204246521E-2
3.774880072E0,-2.721929550E-2,-5.755962431E-2,-1.676197052E-1
3.790871283E0,-4.489873350E-2,-9.681716561E-3,1.212024689E-2
3.806893011E0,-7.047951221E-4,4.600960761E-2,1.511144638E-1
3.822853705E0,1.076994836E-2,3.284431994E-2,1.009521484E-1
3.838844916E0,9.481504560E-3,2.385358512E-2,3.402328491E-2
3.854775091E0,-1.591604948E-2,2.005800605E-3,-4.174232483E-3
