"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.160285421E0,-5.433227867E-2,1.192436814E-1,-5.911159515E-2
5.176246114E0,-2.742443420E-2,1.250600219E-1,9.402942657E-2
5.192206807E0,9.229090065E-4,7.807624340E-2,3.646850586E-2
5.208228536E0,2.819090895E-2,-2.003848553E-2,1.954936981E-2
5.224219747E0,2.999347448E-2,-9.883940220E-2,9.820938110E-3
5.240210958E0,1.988657936E-2,-9.864139557E-2,3.361415863E-2
5.256141133E0,-1.086434349E-3,-5.347734690E-2,5.497932434E-2
5.272132344E0,1.951508224E-3,-6.878018379E-3,6.431102753E-2
5.288093038E0,1.937962323E-2,4.096210003E-2,6.159877777E-2
5.304114766E0,-1.554278377E-2,6.184589863E-2,5.645370483E-2
5.320105977E0,-1.770127751E-2,4.446357489E-2,-1.713447571E-1
5.336036153E0,-8.472530544E-2,3.682422638E-2,9.662246704E-2
5.351996846E0,-5.551166087E-2,-1.432412863E-2,7.726001740E-2
5.367957540E0,2.466766350E-2,-4.951685667E-2,-9.298896790E-2
5.383948751E0,2.798879519E-2,-2.186912298E-2,6.720161438E-2
5.399878926E0,-1.383152418E-2,3.377002478E-2,1.339731216E-1
5.415900655E0,-8.880965412E-3,8.956778049E-2,-5.054473877E-4
5.431922383E0,2.803051844E-3,7.918232679E-2,-5.831336975E-2
5.447852559E0,2.259357646E-2,7.590854168E-2,5.161952972E-2
5.463874288E0,5.431640148E-2,7.744753361E-2,1.424007416E-1
5.479865499E0,6.502348930E-2,5.172818899E-2,-1.108074188E-2
5.495826192E0,5.130215734E-2,-1.098382473E-2,-4.237747192E-2
5.511786885E0,-3.934439272E-3,-3.596717119E-2,1.741600037E-2
5.527808614E0,-4.943056032E-2,-6.122082472E-2,5.779266357E-4
5.543769307E0,-8.271745592E-2,-5.159687996E-2,4.592895508E-2
5.559760518E0,-6.017154828E-2,-1.867288351E-2,3.856849670E-2
5.575721212E0,1.810784824E-2,1.890194416E-2,4.077816010E-2
5.591681905E0,3.362368047E-2,4.218441248E-2,4.685401917E-3
5.607703633E0,1.521127857E-2,4.946166277E-2,-2.896785736E-2
5.623694844E0,-1.366018131E-2,4.249936342E-2,3.794384003E-2
5.639686055E0,-1.806526631E-2,1.604264975E-2,6.174087524E-2
5.655585714E0,9.173568338E-3,2.520883083E-2,2.806091309E-2
5.671576925E0,4.169116542E-2,1.265490055E-2,3.746700287E-2
5.687476583E0,5.266625807E-2,1.718455553E-2,3.492069244E-2
5.703467794E0,5.447492935E-3,4.913330078E-3,-1.551055908E-2
5.719397969E0,-2.828839421E-2,1.900213957E-2,1.546382904E-2
5.735419698E0,-5.009309202E-2,6.675064564E-3,5.122280121E-2
5.751410909E0,-2.061233297E-2,2.051335573E-2,5.345344543E-2
5.767371602E0,5.008485168E-3,4.652631283E-2,3.893852234E-2
5.783301778E0,1.405454613E-2,3.505408764E-2,-1.623249054E-2
5.799262471E0,2.745538950E-2,-8.768975735E-3,-6.415557861E-2
5.815162130E0,-3.900231328E-3,-3.017234802E-2,-4.499435425E-2
5.831153341E0,2.348741516E-3,-4.688447714E-2,5.556488037E-2
5.847114034E0,1.856571808E-2,-5.106270313E-2,1.320810318E-1
5.863135762E0,4.565280396E-3,4.096722603E-2,8.878135681E-2
5.879126973E0,-4.008854181E-2,1.097900867E-1,-5.024623871E-2
5.895118184E0,-7.825113833E-2,6.527039409E-2,-5.511188507E-2
5.911109395E0,-1.283794083E-2,4.761993885E-2,-3.839969635E-2
5.927131124E0,2.665307000E-2,-1.772451401E-2,-2.519607544E-3
5.943122335E0,-2.612415701E-4,-4.443156719E-2,4.019575119E-1
5.959083028E0,7.943876833E-2,3.879010677E-3,-2.423210144E-1
5.975013204E0,-4.072539881E-2,1.468181610E-2,-1.967735291E-1
5.990973897E0,-3.294742107E-2,-3.776133060E-3,4.773044586E-2
6.006995626E0,5.486695468E-2,-2.437210083E-2,1.770687103E-1
6.022956319E0,1.151979417E-1,-1.576143503E-2,2.006998062E-1
6.038947530E0,3.443909809E-2,4.777726531E-2,7.097434998E-2
